Load,Load
0.00257,88.43060000000001
0.007607525252525253,216.21126331531562
0.012645050505050505,324.3276678857855
0.017682575757575758,406.9199032340177
0.02272010101010101,470.47743088604295
0.02775762626262626,520.2625483056261
0.03279515151515152,559.9363541874993
0.03783267676767677,591.9565292155784
0.042870202020202024,617.7774450434108
0.047907727272727275,638.6828939919056
0.05294525252525253,655.8231420273426
0.05798277777777778,670.045615729938
0.06302030303030304,681.9513837910389
0.06805782828282829,692.0380682356138
0.07309535353535354,700.7186621901265
0.07813287878787879,708.2614195251008
0.08317040404040404,714.8315146860011
0.0882079292929293,720.6283738234363
0.09324545454545455,725.8717007147688
0.0982829797979798,730.7072576154193
0.10332050505050505,735.225999305529
0.1083580303030303,739.4726696733344
0.11339555555555555,743.4622495018193
0.1184330808080808,747.2091962965386
0.12347060606060607,750.7279675630473
0.1285081313131313,754.0330208068995
0.13354565656565656,757.1388135336499
0.1385831818181818,760.0598032488539
0.14362070707070707,762.8104474580656
0.1486582323232323,765.4052036668397
0.15369575757575757,767.8585293807314
0.1587332828282828,770.184882105295
0.16377080808080807,772.3987193460853
0.16880833333333334,774.5144986086569
0.17384585858585858,776.5466773985643
0.17888338383838384,778.5097132213627
0.18392090909090908,780.4180635826069
0.18895843434343434,782.2861859878509
0.19399595959595958,784.1285379426499
0.19903348484848485,785.9595769525583
0.2040710101010101,787.7923464983884
0.20910853535353535,789.629708313986
0.2141460606060606,791.4700637367611
0.21918358585858586,793.3117951817114
0.2242211111111111,795.1532850638358
0.22925863636363636,796.9929157981326
0.2342961616161616,798.8290697995999
0.23933368686868686,800.6601294832359
0.24437121212121213,802.4844772640395
0.24940873737373737,804.3004955570083
0.25444626262626263,806.1065667771414
0.2594837878787879,807.9010733394366
0.26452131313131316,809.6823976588926
0.26955883838383843,811.4489221505074
0.27459636363636364,813.1990292292796
0.2796338888888889,814.9311013102074
0.28467141414141417,816.6435208082896
0.28970893939393944,818.3346701385237
0.29474646464646465,820.002931715909
0.2997839898989899,821.646687955443
0.3048215151515152,823.2646317954583
0.30985904040404044,824.8568689773102
0.31489656565656565,826.4239068276814
0.3199340909090909,827.966252701178
0.3249716161616162,829.484413952406
0.33000914141414145,830.9788979359706
0.3350466666666667,832.4502120064782
0.3400841919191919,833.8988635185347
0.3451217171717172,835.325359826746
0.35015924242424246,836.7302082857177
0.3551967676767677,838.1139162500561
0.36023429292929293,839.4769910743669
0.3652718181818182,840.8199401132563
0.37030934343434346,842.1432707213296
0.37534686868686873,843.4474902531931
0.38038439393939394,844.7331060634525
0.3854219191919192,846.0006255067141
0.39045944444444447,847.2505559375832
0.39549696969696974,848.4834047106663
0.40053449494949495,849.6996791256894
0.4055720202020202,850.8998245270412
0.4106095454545455,852.0841054219844
0.41564707070707074,853.252753501351
0.420684595959596,854.4060004559735
0.4257221212121212,855.5440779766835
0.4307596464646465,856.6672177543139
0.43579717171717175,857.7756514796966
0.440834696969697,858.8696108436632
0.4458722222222222,859.9493275370464
0.4509097474747475,861.0150332506785
0.45594727272727276,862.066959675391
0.460984797979798,863.1053385020165
0.46602232323232323,864.130401421387
0.4710598484848485,865.1423801243349
0.47609737373737376,866.1415063016922
0.48113489898989903,867.128011644291
0.4861724242424243,868.1021278429633
0.4912099494949495,869.0640865885416
0.49624747474747477,870.0141195718581
0.501285,870.9524581480471
0.5063225252525252,871.8792950287963
0.5113600505050505,872.7947489144476
0.5163975757575757,873.6989301452758
0.5214351010101009,874.5919490615562
0.5264726262626263,875.4739160035641
0.5315101515151515,876.3449413115751
0.5365476767676768,877.2051353258643
0.541585202020202,878.0546083867067
0.5466227272727272,878.8934708343783
0.5516602525252525,879.7218330091539
0.5566977777777777,880.539805251309
0.561735303030303,881.3474979011188
0.5667728282828283,882.1450212988585
0.5718103535353535,882.9324857848037
0.5768478787878788,883.7100016992299
0.581885404040404,884.4776793824119
0.5869229292929292,885.235629174625
0.5919604545454545,885.9839614161449
0.5969979797979797,886.722786447247
0.6020355050505051,887.4522159006322
0.6070730303030303,888.1724104650691
0.6121105555555555,888.8835938765733
0.6171480808080808,889.5859940171665
0.622185606060606,890.2798387688719
0.6272231313131312,890.9653560137116
0.6322606565656566,891.6427736337072
0.6372981818181818,892.3123195108816
0.6423357070707071,892.9742215272574
0.6473732323232323,893.6287075648564
0.6524107575757575,894.2760055057012
0.6574482828282828,894.916343231814
0.662485808080808,895.5499486252172
0.6675233333333334,896.1770495679333
0.6725608585858586,896.7978739419842
0.6775983838383838,897.4126496293925
0.6826359090909091,898.0216045121804
0.6876734343434343,898.6249664723706
0.6927109595959595,899.2229633919851
0.6977484848484848,899.8158231530463
0.70278601010101,900.403767431916
0.7078235353535354,900.986905307871
0.7128610606060606,901.5652478267541
0.7178985858585858,902.1388027590075
0.7229361111111111,902.7075778750731
0.7279736363636363,903.2715809453927
0.7330111616161616,903.8308197404083
0.7380486868686869,904.3853020305618
0.7430862121212121,904.9350355862955
0.7481237373737374,905.4800281780508
0.7531612626262626,906.0202875762698
0.7581987878787878,906.5558215513944
0.7632363131313131,907.0866378738666
0.7682738383838383,907.6127443141283
0.7733113636363637,908.1341486426217
0.7783488888888889,908.6508586297879
0.7833864141414141,909.1628820460696
0.7884239393939394,909.6702266619087
0.7934614646464646,910.1729002477467
0.7984989898989898,910.6709105740257
0.8035365151515151,911.1642648734746
0.8085740404040404,911.6529648669966
0.8136115656565657,912.1370090416154
0.8186490909090909,912.6163958432429
0.8236866161616161,913.0911237177909
0.8287241414141414,913.5611911111706
0.8337616666666666,914.026596469294
