Unknown,Unknown
1.7210526315789476,13.508210213858588
1.7210526315789476,13.508115384733273
1.7210526315789476,13.508020555607956
1.7210526315789476,13.50792572648264
1.7210526315789476,13.507830897357323
1.7210526315789476,13.507736068232008
1.7210526315789476,13.507641239106693
1.7210526315789476,13.507546409981376
1.7210526315789476,13.50745158085606
1.7210526315789476,13.507356751730745
1.7210526315789476,13.50726192260543
1.7210526315789476,13.507167093480113
1.7210526315789476,13.507072264354797
1.7210526315789476,13.50697743522948
1.7210526315789476,13.506882606104165
1.7210526315789476,13.50678777697885
1.7210526315789476,13.506692947853534
1.7210526315789476,13.506598118728217
1.7210526315789476,13.506503289602902
1.7210526315789476,13.506408460477587
1.7210526315789476,13.50631363135227
1.7210526315789476,13.506218802226954
1.7210526315789476,13.506123973101637
1.7210526315789476,13.506029143976322
1.7210526315789476,13.505934314851007
1.7210526315789476,13.50583948572569
1.7210526315789476,13.505744656600374
1.7210526315789476,13.50564982747506
1.7210526315789476,13.505554998349744
1.7210526315789476,13.505460169224428
1.7210526315789476,13.505365340099111
1.7210526315789476,13.505270510973796
1.7210526315789476,13.50517568184848
1.7210526315789476,13.505080852723164
1.7210526315789476,13.504986023597848
1.7210526315789476,13.504891194472531
1.7210526315789476,13.504796365347216
1.7210526315789476,13.504701536221901
2.1,13.504596267192879
0.5,8.10679765505258
