1.0 1.17
0.9 1.209
0.8 1.264
0.7 1.323
0.6 1.385
0.5 1.448
0.4 1.509
0.3 1.582
0.2 1.694
0.1 2.134
0.09 2.228
0.08 2.329
0.07 2.44
0.06 2.554
0.05 2.658
0.04 2.72
0.03 2.692
0.02 2.448
0.01 1.638
0.005 0.901
0.00494 0.891
